,final,sentiment
2872,pay use app asinine feature app trash,NEGATIVE
2873,long time load audio voice stick version browser,NEGATIVE
2874,nice ai performance,POSITIVE
2875,nice happy learn,POSITIVE
2876,wonder programmer allow choose ai character want talk,POSITIVE
2877,provide free,POSITIVE
2880,love application,POSITIVE
2882,thank app,POSITIVE
2887,brilliant aap,POSITIVE
2888,nice beginner,POSITIVE
2889,time 5:00min pro,NEGATIVE
2891,great prefect,POSITIVE
2892,good app wow,POSITIVE
2895,eager use,POSITIVE
2896,good way learn,POSITIVE
2897,pay free download look free,POSITIVE
2898,scam app waste money,NEGATIVE
2899,helpful thankyou,POSITIVE
2900,enjoy good,POSITIVE
2901,good app wow thankyou learna ai love learna lecture,POSITIVE
2902,sound good,POSITIVE
2903,work accord awesome helpful app,POSITIVE
2904,usefully,POSITIVE
2907,good lectuer expincive,POSITIVE
2908,high recommendation app,NEGATIVE
2909,outstanding.mind blow,NEGATIVE
2910,educatable,NEGATIVE
2912,proper working install waist time waist money,NEGATIVE
2913,voice clear,POSITIVE
2915,good slow,POSITIVE
2916,great dil,POSITIVE
2919,good free pay,POSITIVE
2920,usefull,NEGATIVE
2923,bad app download app,NEGATIVE
2928,helpful improve english,POSITIVE
2930,glad appreciation,POSITIVE
2931,great work ai,POSITIVE
2932,think app,NEGATIVE
2934,pay app free,POSITIVE
2936,happy install app help improve english,POSITIVE
2938,good practice place,POSITIVE
2940,amazing app help speak english fluently,POSITIVE
2942,useless pay fake advertisment showing free,NEGATIVE
2943,useful bi,POSITIVE
2944,good learning app,POSITIVE
2946,great.l like,POSITIVE
2947,change,NEGATIVE
2948,great love,POSITIVE
2950,good improve english knowledge,POSITIVE
2952,app work learn english easly,NEGATIVE
2954,amazing good thank improve english speak english,POSITIVE
2955,love increase speaking skill hope increase speak ielt skor,POSITIVE
2956,pay boring like try guy,NEGATIVE
2957,nice platform improve english,POSITIVE
2959,charge use pay charge plz download,NEGATIVE
2960,good application speake confident fire people mistake sentence,POSITIVE
2961,educated,NEGATIVE
2962,amazing practice fluent english,POSITIVE
2963,nice face mask massage send,POSITIVE
2966,fully base payment free,POSITIVE
2967,true premium pay english teaching app,POSITIVE
2968,far ok,POSITIVE
2969,nice app learn english like learn far,POSITIVE
2971,totally pay aap r search free app sorry,POSITIVE
2972,doean't speak use ai write read instead speak like tutor,POSITIVE
2973,nice app improve skill english,POSITIVE
2974,wooow manage improve english skill,POSITIVE
2975,pay pay paid forget mention boost download number,POSITIVE
2977,great application improve english,POSITIVE
2978,good app practise english,POSITIVE
2979,want practice speak good choice,POSITIVE
2980,install ask money wrong ask prior warning bad app,NEGATIVE
2981,easy free,POSITIVE
2982,look good learn english,POSITIVE
2984,useless ask membership trial bad,NEGATIVE
2985,good cost,POSITIVE
2986,open pay client bad experience installation,NEGATIVE
2987,find unsubsribe payment system charge uninstalled app,NEGATIVE
2988,love speak english download app love app,POSITIVE
2990,love helpful easy love,POSITIVE
2993,platform good talk english language,POSITIVE
2997,wow good app education,POSITIVE
3000,wrong translate voice,NEGATIVE
3003,functional good difficult issue flag happy issue fossorial sleep hall app app app app app app app app fl ddstesdgst artistic nc jaane vah,POSITIVE
3004,good english practice application,POSITIVE
3005,download scammer app automatically deducte changer,NEGATIVE
3006,native tamil language list app.so uninstall,NEGATIVE
3007,free costly afford 490 r week,POSITIVE
3008,learn language app,NEGATIVE
3009,interactive useless,NEGATIVE
3010,stop spamme phone irritate know speak english nkt,NEGATIVE
3011,reliable actually good,POSITIVE
3013,app good work offline,POSITIVE
3014,cool,POSITIVE
3015,nice good app,POSITIVE
3016,great learn app use,POSITIVE
3017,yeah great use,POSITIVE
3019,thank lot cooperation,POSITIVE
3020,excellent ai speak learn app method,POSITIVE
3021,good learning app far,POSITIVE
3022,nice service app,POSITIVE
3024,wow learn english experience,POSITIVE
3025,thank opportunity,POSITIVE
3028,daily use,NEGATIVE
3029,perfect improve idiom,POSITIVE
3030,love english,POSITIVE
3034,jismein great app,POSITIVE
3035,force credit account,POSITIVE
3036,wonderful masha allah thank,POSITIVE
3040,wow help alot,POSITIVE
3041,app great want learn english,POSITIVE
3042,free,POSITIVE
3044,enjoy far,POSITIVE
3045,app informative,NEGATIVE
3046,3 training eheh,NEGATIVE
3047,ai teacher aap,NEGATIVE
3048,try use app money permission need money,NEGATIVE
3051,perfect people like,POSITIVE
3052,bad,NEGATIVE
3053,great app adore,POSITIVE
3055,free trial 10 day,POSITIVE
3056,great important,POSITIVE
3058,app superb,POSITIVE
3060,note,NEGATIVE
3061,good thing practice,POSITIVE
3062,wow thank,POSITIVE
3063,good free hota achaa hota,POSITIVE
3064,ok complicated unsubscribe,POSITIVE
3066,good far,POSITIVE
3068,bad good,NEGATIVE
3070,stick loading screen,NEGATIVE
3072,good aap,POSITIVE
3073,good work 1 mint app retore,POSITIVE
3074,thank support,POSITIVE
3075,veryyyyyy good,POSITIVE
3076,good practice app,POSITIVE
3077,good lesson let grateful,POSITIVE
3078,aap steal money permission card,NEGATIVE
3080,learna gifted patient,NEGATIVE
3081,chinese,NEGATIVE
3082,charge high,NEGATIVE
3085,smooth experience,NEGATIVE
3086,like girl life like tha,POSITIVE
3087,good job problem time limit,POSITIVE
3088,excellent application learn day day english,POSITIVE
3089,good beautiful,POSITIVE
3090,awesome site,POSITIVE
3092,i. want talk proper english,POSITIVE
3095,fun easy love,POSITIVE
3096,big help,POSITIVE
3097,start good far,POSITIVE
3098,good english app,POSITIVE
3099,good english speaking learner,POSITIVE
3104,stand,NEGATIVE
3105,good thing,POSITIVE
3107,thank live teacher,POSITIVE
3108,nice learn mi,POSITIVE
3110,app good practice english happy,POSITIVE
3111,use,NEGATIVE
3112,love app learn english,POSITIVE
3113,hamad gul like app,POSITIVE
3115,great ape,POSITIVE
3116,practical,NEGATIVE
3117,love learna ai,POSITIVE
3119,l hear talk,NEGATIVE
3120,si good ai,POSITIVE
3121,good dem,POSITIVE
3123,super nice good nice,POSITIVE
3125,wonderful like,POSITIVE
3127,nice app speak practice,POSITIVE
3129,good health,POSITIVE
3130,excited,POSITIVE
3132,love amazing,POSITIVE
3134,great ai,POSITIVE
3135,practice english,NEGATIVE
3136,nice grateful,POSITIVE
3137,excellent ai,POSITIVE
3138,like practice day hour possible,POSITIVE
3140,good everybody,POSITIVE
3143,good application especially r beginner,POSITIVE
3144,nice experience,POSITIVE
3146,caution charge weekly,NEGATIVE
3147,good learn english love,POSITIVE
3148,um interest app,POSITIVE
3149,great blessing good people,POSITIVE
3150,sooo good,POSITIVE
3152,install app,NEGATIVE
3154,till good,POSITIVE
3155,course,NEGATIVE
3157,wow plane app,POSITIVE
3160,look great thank,POSITIVE
3163,good cheat ai,NEGATIVE
3164,important app life,POSITIVE
3166,refund money accident purchase,NEGATIVE
3167,fantastic good,POSITIVE
3169,good study,POSITIVE
3170,know,NEGATIVE
3171,wonderful app sinhala sri lankan mother tongue,POSITIVE
3172,good amazing,POSITIVE
3175,opinion app intermediate pre intermediate person,NEGATIVE
3176,horrible app download suppose subscribe,NEGATIVE
3177,learn need money buy acce,NEGATIVE
3179,halp,NEGATIVE
3180,sloooow respooond,NEGATIVE
3181,speak,NEGATIVE
3183,enjoyable learn,POSITIVE
3184,good app sure app improve english skill,POSITIVE
3185,bad experience,NEGATIVE
3189,good aap practice english,POSITIVE
3190,good meet,POSITIVE
3193,great app sir,POSITIVE
3194,start immediately,NEGATIVE
3195,nice application learn english,POSITIVE
3196,good lern,POSITIVE
3198,pathetic app straight away ask subscribe trial,NEGATIVE
3199,goood purchase,NEGATIVE
3200,great far,POSITIVE
3201,help important mic auth,POSITIVE
3202,good biginner,POSITIVE
3204,great want app free version,POSITIVE
3205,good help app,POSITIVE
3206,like use app,POSITIVE
3208,lean english helpful app,POSITIVE
3209,think,NEGATIVE
3210,super excited,POSITIVE
3211,good ilove,POSITIVE
3212,patience,NEGATIVE
3216,door english,NEGATIVE
3217,verey good,POSITIVE
3220,know function app look great enjoyd,POSITIVE
3222,great like,POSITIVE
3223,great app need subscription,POSITIVE
3224,nice helpfully,POSITIVE
3225,app legit good,POSITIVE
3226,great learn english fluently,POSITIVE
3227,attractive,POSITIVE
3228,delete app 2000 card return,NEGATIVE
3229,cool comfirt,POSITIVE
3232,good simple use,POSITIVE
3235,free .it pay,POSITIVE
3237,app good guy,POSITIVE
3238,ver helpful app,POSITIVE
3239,good think knowledge,POSITIVE
3243,excellent continue,POSITIVE
3244,great app fluency language,POSITIVE
3245,fantastic sach wonderful app help lost,POSITIVE
3247,good app improve english communication skill,POSITIVE
3248,great tool speak fluently english,POSITIVE
3249,good app good personal learning,POSITIVE
3250,good way practice english,POSITIVE
3251,great alhamdulillah tq learn slowly try close,POSITIVE
3252,aap good free week 400 inr expensive,POSITIVE
3253,terrible pay,NEGATIVE
3254,chatgpt far listen properly chatgpt,NEGATIVE
3256,"like ai feature,,,,i love talk",POSITIVE
3258,good repair basic english,POSITIVE
3259,amazing learn english app,POSITIVE
3260,nice learn english speaking good app,POSITIVE
3261,awesome app start perfect english speaking,POSITIVE
3262,amazing feature student,POSITIVE
3263,great app learn english ai,POSITIVE
3264,good app help learn english,POSITIVE
3265,pay ai application,NEGATIVE
3266,app hang click voice answer,NEGATIVE
3267,excellent platform improve english skill,POSITIVE
3268,access app purchase 1 year plan,NEGATIVE
3269,brilliant system learn,POSITIVE
3270,nice good improve learning,POSITIVE
3271,nice platform learn english,POSITIVE
3272,thank great ap,POSITIVE
3274,thank good program great free,POSITIVE
3275,improve english good,POSITIVE
3276,good learn app proud connect,POSITIVE
3277,learna teacher,NEGATIVE
3278,free service improve english,POSITIVE
3279,good need abit affordable app,POSITIVE
3280,starte d use app love awesome far good,POSITIVE
3281,great free world folk,POSITIVE
3282,perfect accent,POSITIVE
3283,look good feel change little,POSITIVE
3284,easy engage,POSITIVE
3285,good way learn english language,POSITIVE
3288,channal help people want improve language,POSITIVE
3289,nice help learn english,POSITIVE
3290,easy good use,POSITIVE
3291,far experience start rate 3 star,NEGATIVE
3292,nice learn english speak,POSITIVE
3293,want application free want translate arabic,POSITIVE
3295,great source learn,POSITIVE
3296,beautiful english dictionary app,POSITIVE
3297,phone mic work application,NEGATIVE
3298,good english teaching app,POSITIVE
3299,try use microphone talk,NEGATIVE
3300,md salim reza wow relly nice app thank somuch,POSITIVE
3301,amazing seeiously helpfull recommendation,POSITIVE
3302,nice app speak english,POSITIVE
3303,like app english language improve,POSITIVE
3304,nice easy study,POSITIVE
3305,costly weekly charge 200/-,NEGATIVE
3306,want speak everyday voice topic everyday improve speaking,POSITIVE
3307,simple comfortable,POSITIVE
3308,great improve english language app,POSITIVE
3310,record sending time,NEGATIVE
3311,good way english,POSITIVE
3314,app good english practice,POSITIVE
3315,subscribe 1 year,NEGATIVE
3316,ai robot utter single complete sentence,POSITIVE
3317,level good job,POSITIVE
3319,fast time let check,NEGATIVE
3322,app understand,NEGATIVE
3324,hm think,NEGATIVE
3325,money free need pay,POSITIVE
3327,ap good work,POSITIVE
3328,great aplication,POSITIVE
3330,great ai learn english course support partner,POSITIVE
3331,find good,POSITIVE
3333,woow valuable,POSITIVE
3337,application importance tamil useless,NEGATIVE
3338,nice like pro,POSITIVE
3339,good ap learn english,POSITIVE
3341,hope good,POSITIVE
3345,grateful,POSITIVE
3347,good app far,POSITIVE
3348,wow nice app,POSITIVE
3350,use free,POSITIVE
3351,good beginner low speaking skill,POSITIVE
3352,great prefect app,POSITIVE
3354,free beginner,POSITIVE
3355,recognize voice,NEGATIVE
3356,great app speak practice,POSITIVE
3359,think good learn,POSITIVE
3360,good app exist,POSITIVE
3361,app charge refundable,NEGATIVE
3362,ai talk,NEGATIVE
3366,l love,POSITIVE
3367,app jock,NEGATIVE
3369,free.it pay software recomman,NEGATIVE
3370,boooooo yeah,POSITIVE
3371,assalamualaikum wr wb nice app,POSITIVE
3372,tutor english nice shy,POSITIVE
3374,bad application,NEGATIVE
3378,free guy,POSITIVE
3380,okay good bad,POSITIVE
3382,good app good pay,POSITIVE
3383,understand easly,NEGATIVE
3384,nice sir,POSITIVE
3387,wow super app,POSITIVE
3391,love enlighten,POSITIVE
3392,29c metro manila 11:06am 581 29 + 31c,NEGATIVE
3393,nice good application like,POSITIVE
3396,rate app,NEGATIVE
3397,reallt enjoy,POSITIVE
3398,great ap,POSITIVE
3400,good program thank ai,POSITIVE
3401,improve,POSITIVE
3402,good app english emproving,POSITIVE
3403,good app tray,POSITIVE
3408,pay app inform add,NEGATIVE
3410,awesome app leare english,POSITIVE
3411,good time,POSITIVE
3412,good good,POSITIVE
3413,supre english app,NEGATIVE
3415,ai good,POSITIVE
3417,learn good way,POSITIVE
3418,good tim,POSITIVE
3419,vailankani ghatad like,POSITIVE
3420,accidentally subscribe debit money,NEGATIVE
3422,werey good ap,POSITIVE
3423,fine app,POSITIVE
3424,apk impressive,POSITIVE
3425,good larn app,POSITIVE
3426,vrey help,POSITIVE
3427,automatically charge use app,NEGATIVE
3428,great commercial add youtube join app,POSITIVE
3430,good help,POSITIVE
3432,fida boss app,NEGATIVE
3433,good free pay method,POSITIVE
3434,lovely cool,POSITIVE
3435,good think,POSITIVE
3436,stop unwanted purchase ask permission,NEGATIVE
3437,nice app way love,POSITIVE
3438,app nice learn english,POSITIVE
3439,exquisite tutor,NEGATIVE
3440,good app splendid alhamdulillah,POSITIVE
3442,realy happy,POSITIVE
3443,urdu jaban dal app,NEGATIVE
3445,nice english speak app,POSITIVE
3446,correct,NEGATIVE
3447,good nice,POSITIVE
3449,lov,NEGATIVE
3450,star fk advertising obligation fk app,NEGATIVE
3451,enjoy speak english,POSITIVE
3452,magnify,NEGATIVE
3453,good thank,POSITIVE
3454,bad payment,NEGATIVE
3457,refuse money ask pronoun nature language lie sick public setting care deviant sexual fetish try ascertain physical attribute order assess properly deal,NEGATIVE
3458,wow nice,POSITIVE
3459,superb experience good app,POSITIVE
3460,want learn,POSITIVE
3461,native language tamil,NEGATIVE
3463,okay,POSITIVE
3465,vip app stud english,POSITIVE
3467,apl good job,POSITIVE
3469,ve type conversational friend english,POSITIVE
3470,good p,POSITIVE
3471,good app nice linning,POSITIVE
3472,white elephant costly l loot money,NEGATIVE
3474,charge consent robber,NEGATIVE
3475,require money,NEGATIVE
3476,good $ need,POSITIVE
3477,speak english like little child,POSITIVE
3478,okay good,POSITIVE
3480,beg nice experience initial lesson,POSITIVE
3482,application free,POSITIVE
3483,extremely bad experience app bad chat gbt 100 time,NEGATIVE
3486,important app thank share,POSITIVE
3487,great appointment application,POSITIVE
